Sentimento,Texto
1,"Socorro que lindo o Tomas filho do Serginho aaaaa quero pra mim!!!! Eu e minha mãe morremos de rir com ele aq, mt fofo kkjkkhh 💜 #AltasHoras"
-1,Também não falo dos meus sentimentos  #Encontro
-1,"Se Tiê pode ir com esse cabelo no #Encontro. Brasil meu querido, vc vai ter que aceitar o meu!"
1,Ahhh Fátima linda #VideoShowAoVivo
0,E se eu quisesse manter o peso? É só comer a mesma proporção de ambos os pratos? xD #MasterChefBR
1,Nossaa Canta Mt 😱 
0,"Coloquei no Viva e está passando Sandy cantando, coloquei na Fátima e ela está cantando lá ao mesmo tempo 😲."
1,Culinária Amazônica que orgulho do Norte. #MasterChefBR
-1,Aquarela bxjsjdjjwjs eu tô tremendo 
0,que pacto é esse que #MasterChefBR fez pra ta nos trends até agora? O pacto foi maior que o do temer
-1,"#MaisVoce a gente sabia que ia ter algum acidente, só tava aguardando pra saber qual, meu Deus"
1,Padre Fábio e as redes sociais! Fantástico! 👏👏👏 #VídeoShowAoVivo
0,Adultos com Voz de crianças porq fica engraçado...kkk #TheNoite
1,Acordo e fico sonhando com a mesa de café da manhã do #MaisVoce
1,@Videoshownatv Vc esta radiante e sempre.... Mas Vc ficou muito top com seu visual #VideoShowAoVivo
1,"Que lindo ver a paola elogiando o crush, meu bixin pensando q ia sair tadinho "
0,Será qual equipe vai vencer? #MasterChefBR
-1,O que a produção do #AltasHoras tava pensando quando convidou uma banda de axé e uma cadeirante pro mesmo programa?
1,"AAAAAAA meu Deus , vai fala da Nina , VOU CHORA JA VOU AVISANDO, foi eu que pedi simmm #ConversaComBial"
0,Hoje tem #MasterChefBR ..
1,#VideoShowAoVivo
1,Professor Pascale poderia ir todos dias ao #Encontro
1,@belagil Arrasando no #AltasHoras
-1,"Um pequeno exemplo de como funcionava a escravidão: ""Cala boca, neguinho e vai cantar!"" #Encontro"
0,Olá @oserginho gostaria da participação do Fiuk no #AltasHoras. Obrigada!
1,Paola Oliveira é uma atriz incrível!!
-1,Mostrando uns milkshakes normais e uns horríveis novos no #maisvoce
0,Olá @AnaMariaBraga gostaria da participação do Fiuk em algum quadro no @MaisVoce_Globo #MaisVoce. Obrigada!
0,"@PBiaL 2/2 Americanos Anti-Trump estão protestando nas ruas, mobilizando, usando social media e suas vozes todos os dias. #ConversaComBial"
1,#VideoShowAoVivo assistindo a reprise no canal viva porque sou dessas! Sophia maravilhosa
0,Rafael Infante falando de xoxota KKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKK #TheNoite
-1,Leonardo sendo prepotente e arrogante #MasterChefBR
0,Cês acham que o Padre Fabio de Melo canta bem? #conversacombial
-1,"Salada de agrião??? Tem 2,3 folhas no máximo de agrião no prato!  #MasterChefBR"
1,@MaiaraeMaraisa tô aqui já esperando vcs no #ConversaComBial suas lindasssssssssss
1,Quero ver você seu lindo aqui amanhã @Lopesjoca #videoshowaovivo
1,AMO A YUKO E VOU DEFENDÊ-LA  #MasterChefBR
1,Olha as rabetas dessas gemeas 👌❤ @MaiaraeMaraisa #ConversaComBial
1,"ai eu gosto de ver hein, vamos vitor b  #MasterChefBR"
0,"É impressão minha, ou as participantes estão mais arrumadas e maquiadas nessa temporada? #MasterchefBR"
-1,#MasterChefBR do tenso hj
0,"A personagem misteriosa é a Fatima Bernardes, beijos ! #VideoShowAoVivo"
1,"Corta pra minha coxa Ahahahaha pisa menos, @sophiaabrahao "
0,Mary Help parece irmã da Laís Souza
0,E hoje tem #CarinhaDeAnjo no #domingolegal não perca!!!! #CDANoDomingoLegal
0,ansiedade e parte da vida more #ConversaComBial
0,Aqui em casa e todo mundo falando que faria pizza de sardinha #MasterChefBR
-1,"Esse programa é muito bom mas às vezes dá umas bola fora que vou te contar, viu! #MaisVocê"
1,Ansiosa daqui a pouco @emillyaraujoof  no #VideoShowAoVivo vamos lá ver nossa princess brilhar @RedeGlobo
1,Silêncio que agora o @evaristocosta tá falando ao vivo no #MaisVocê
0,"Celular de @zecapagodinho tocando no meio da entrevista 😂 queria que ele atendesse, queria sim rs. #ConversaComBial"
0,"Lançamento Mundial, pepeca chora #TheNoite"
-1,até resolvi comer uma maçã depois de ouvir  a Bela Gil kkkk #altashoras
-1,"-Posso pegar? Nossa, ta duro igual uma pedra."
0,Eu apóio a Miriam sair e o Vitor B. voltar #MasterchefBr
1,Vai começar! #MasterChefBR
1,"Bela Gil no clipe do é o tchan, ralando o tchan legal hahahahah #altashoras"
1,"#MasterChefBR amo esse programa.! Ana Paula me manda um bjo, gosto muito de vc."
-1,Ahhhhhhhh @MChefDouglas NAO CREIO. Vou ter que aguentar a chatice da @MChefMirian mais tempo. Boa sorte pra vc na vida. #MasterChefBR
1,O militante de esquerda sexy hahahaha com direito a pao com mortadela e td @DaniloGentili q bela noite p se estar viva
0,Queria ver o vestido da @sophiaabrahao de costas. Mostra aí no #VideoShowAoVivo Sophia!!
1,"O filho da Ivete Sangalo no arquivo confidencial é a coisa mais fofa do mundo, boa pedida rever isso #VideoShowAoVivo"
-1,"A Paola às vezes parece um cavalo xucro dando coice, aí a pessoa chora, e ela vem que nem doce de mãe #MasterChefBR"
1,Essa goiabada 😍 to aguando de vontade  #Encontro
-1,Um dia ainda vou ver quem critica o sertanejo mudando de opinião #ConversaComBial
-1,Não acredito que o @MChefVitorB saiu. Queria que os dois tivessem ficado 
0,"Carlos Porto cortou o cabelo , vem @janaine  #DomingoLegal"
0,"Aqui em Belém do Pará , o dindin é  chopp. "
1,Começou o #ConversaComBial 😊 📺
0,To até vendo que quando eu chegar amanhã da aula vai ter sardinha pro almoço #MasterChefBR da cada vontade na minha mãe
1,"O Thomas é a coisa mais gostosa desse mundo,q vntd de apertar ai mds #AltasHoras"
1,#MasterChefBR barraco no ringue vai ser top!!
-1,#DomingoLegal Cadê a Dulce??😭😭
-1,E ESSE GRUPO VERMELHO HEIN? É HOJE QUE CÊS PERDEM #MasterChefBR
1,Tem um olho na minha lágrima 
1,#EquipeAzul #MasterChefBR muito mais organizada
-1,Só tendo que usar fantasia que o Mingau troca de roupa. 
-1,"#encontro que ridículo esta atitude machista deste cara ai , e a ""namorada"" dele será que é assim que ela quer ser tratada?"
1,atenta esperando #masterchefBR começar
1,Estamos prestes a completar 5 anos de muito trabalho e sucesso dessa guerreira Fátima Bernardes #VideoShowAoVivo #FatimaBernardesNoVideoShow
-1,17 filhos - vc é uma trepadeira. Socorro! #AltasHoras
-1,"Decisão agora, tô passando mal #ficaYuko #MasterChefBR"
0,"Queria q a Vanessa da Mata cantasse a música Nosso amor do Roberto Carlos,,"
1,' #AltasHoras Marco Luke é demais! Sou seu fa!! BH é noix! 4:20
1,VAI MICHELE *bem atrasado* #MasterChefBR
0,@TiagoLeifert colocando pilha pro policial ganhar um selinho igual ele ganhou.. #Encontro
1,A insonia me permitindo assistir uma otima entrevista com Drauzio Varella no #ConversaComBial
0,Quem deixa hoje o #masterchefbr? ???
1,#VideoShowAoVivo Nicolas Prates tão fofinho ❤❤
1,@brauliobessa É um rapaz tão inteligente. Que poesia emocionante! Arrasou demais! 👏🏼👏🏼 #Encontro
0,"Vou assistir às 18:52hs no Discovery Home &amp; Health a reapresentação do 10° episódio do #MasterChefBR mas, só vou assistir a parte da +"
-1,Só se o pessoal rico q não come fígado por q sou suburbana e no subúrbio se come muito MAIS muito fígado de boi! #MasterChefBR
-1,"O boy tá meio nervous , Vitor V. #MasterChefBR"
1,"Doutor @drauziovarella no #ConversacomBial , por favor assistam!!!"
-1,#Encontro piór programa da tv Brasileira lixo!!
1,#Encontro Eu queria ser esse povo que vive viajando.
-1,Gostaram do episódio de ontem? Achei a Paola muito fraca! #MasterChefBR
1,@tirulipwda ele muito fofo e a mãe dele tbm kkkjjj
-1,#maisvoce aaaah vem cá não tira o doce da boca
-1,Mano olha esse @LeoLins sobre o jornalismo na... KKKKKKKKKKKKKKKKKKKKKKKK    #TheNoite
1,Me identifiquei com o programa de hj do #Encontro @fbbreal.. Tenho dificuldade de me expressar com as pessoas que gostam de mim..
1,"Ai que programa maravilhosa, só energia do bem #Encontro"
1,UM HOMAO DESSES BIXO #MasterChefBR
0,Mingau sempre com a resposta da mãe
1,Aguardando ansiosa o inicio de #MasterChefBR
1,pelo menos o victor v levou boms elogios #MasterChefBR
1,A cinturinha da Sandy
1,#VideoShowAoVivo essa Paloma Viana é muito 😍🙈 Pqp. 
0,Eu acho que o filho da Giuliana é o Nicholas Prates. Parece muitooo kkk #VideoShowAoVivo
-1,É o Tchan cantando no #AltasHoras e nenhum jovem sabe a coreografia. Por isso que o país ta desse jeito
1,A @PaolaCarosella é a rainha da Terra  #MasterChefBR
0,o cara de preto ali fazendo t o d a s as coreografias do tchan #AltasHoras
0,@MChefFabrizio adora um prato azul né? 
-1,#mASTERcHEFbr começando e eu vou ter que mitar agora na cozinha fazer um macarrão em 3 minutos kkkk
1,Lindíssimo esse filho do Serginho #AltasHoras
0,#thenoite @DaniloGentili e a trilha sonora do filme é o  Led Zeppelin.
0,Calça e sapatos do @pefabiodemelo ornando com o cenário. #ConversaComBial
-1,Ana Luiza foi expulsa? Aaaaaaaaa #MasterChefBR
1,"A voz da Fátima continua a mesma, mas os seus cabelos... #VídeoShowAoVivo"
-1,Não aguento mais esse Leonardo e a Miriam!!!!!!!!!!
1,"#Encontro falando de flores(orquídeas), já sei que vou amar! 🍃🌺🍃"
-1,Ana Luiza deu uma despirocada #MasterChefBR KKKKKKKKKKKKKK
1,O cabelo da Fatinha é patrimônio Nacional!  #VideoShowAoVivo
-1,Nunca gostei de cenoura #MasterChefBR
-1,Que cara escroto e machista no #Encontro
1,"Meeeeu, eu sou apaixonada pela @KastingCarolina e pela Cora!!!!!!! #Encontro"
-1,Assistindo #MasterChefBR nossa ontem foi tenso 🤢 Não vejo a hora da Miriam vazar dessa cozinha! #QuartaDetremuraSDV
1,AMOOOO MAIARA E MARAISA ❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️ #ConversaComBial
1,#Encontro que família linda.. 
-1,"#MaisVocê acho q sou a única pessoa q n gosta de açaí,eca"
-1,"Entendam, acho q o Leo é sim um ótimo cozinheiro mas acho q ñ há necessidade de torcer contra o colega, prejudicar, sei lá... #MasterChefBR"
1,Muito bom o @pefabiodemelo no #ConversaComBial sou fã desse homem
1,Que amooooooor a família do Serginho 😍💑 #AltasHoras
-1,É essa montagem horrível do Vitor B. 😲😬 
-1,😭😭😭😭😭😭 
1,"este fim de semana será inspirado no grande @fogaca_henrique..... resumindo, é #MasterChefBR aqui na minha city"
-1,Essa prova do #MasterChefBR tá fazendo eu passar mal do estômago🙄
1,#edecasa Minha porta ainda é crua e quero passar verniz. O processo é o mesmo do que foi mostrado? Parabéns pelo programa. Abraços.
1,"Tá muito fácil essa coisa de escolher, #MasterChefBR cadê a pegadinha?"
1,VICTOR B CUIDADO COM ESSE DEDO PORRA #MasterChefBR
1,"Eu sou ""meseira"" e nem sabia!!!! #meseira #MaisVoce"
-1,@rafabauer não passa nem ar #MasterChefBR
-1,"#MasterChefBR Parece que o odio esta destilando do mezanine, nao é  mesmo #Leo."
1,Perdi de ver o #MasterChefBR por motivos de me abafei nas cobertas e esqueci da vida
-1,Cadê a @Camilla_Camargo? 
1,A @fbbreal já entrevistou muita gente foda! #VideoShowAoVivo
1,#VideoShowAoVivo  Essa dancinha ficou fofa demais @otacosta  #Bis
-1,#RedeGlobo com delei terrível no #MaisVoce .... parece filme #dublado
1,#VideoShowAoVivo adorei a roupa da Sophie Abrão ❤️❤️
1,#VideoShowAoVivo parabens a vcs do video show a cada dia que passa vcs arrazao
-1,Mirian não me poupa
1,Crush Deborah tá no azul então torcendo muito aqi #MasterChefBR
-1,Acho q eh o fim da linha p o vigor b! #MasterChefBR
1,O mundo é  dos esperto...#Encontro 😂😂😂
-1,Parece que a Namaria Braga ta forçando a entrar nos tt's todo dia
1,#MasterChefBR  nao vejo a hora de começar
1,Pézinho da Paola #MasterChefBR
1,Qual é o melhor programa?
0,#MasterChefBR Aí Meo Deus!!
1,se não for pra casar duas vezes que nem o Nando Reis eu nem quero #Encontro
1,q linda #encontro
1,Fátima rainhaaaaaa 😍 #VideoShowAoVivo
1,Finalizar a sopa e finalizar a salada é tipo dar um mata-leão nos pratos?
1,#ConversaComBial de com o ícone Zéca Pagodinho 😍❤️
-1,Acho que o jogo já deu pra Miriam né? #MasterChefBR
1,#MaisVoce  Ana Amei seu cabelo ...#Top ..sou cabeleireiro ...tb ..e curti muito este tom ..
-1,Com amido de milho não é bom.....Fica com manchas brancas em roupas pretas!!!#MaisVoce
-1,EU AMO ELA DE CORAÇAO MAS LOGO LOGO ELA SAI POR FAZER ALGO MUITO THAI VCS VAO VER!!!! QUERIA O PAGODEIRO POR MAIS UNS EPs..... #MasterChefBR
1,Vai começa #MasterChefBR
1,Rindo mt c o @fred_b12 😂😂 #TheNoite
1,"Gui é um guerreiro, já enfrentou tantas nessa novela, e agora mais essa, sua ex que reaparece querendo causar! #RockStory #VídeoShowAoVivo"
1,Gente como é o nome desse menino que ta passando no #EDeCasa
1,Sonho de consumo do momento: um Bob para chamar de meu e liberar o estresse
1,amo ouvir o Padre Fábio de Melo falando sobre qualquer coisa #ConversacomBial
1,@celsoportiolli ADOOORO As Gagas de Ilhéus 😂😂😂😂😂
1,Assistir o #Encontro me lembra quando eu estudava na FBV e toda manhã assistia!
1,"#MasterChefBR hoje foi incrível, até eu sofri"
1,"A Lorena entregando a ""mágica"", hahaha #DomingoLegal"
1,"Esperando o vídeo dos filhos de Fátima  , será que vai ter? #encontro"
1,"Vai começar o programa mais estressante, emocionante e o melhor da TV!! Emoção a cada segundo! Amo!! #MasterChefBR"
-1,"Eduardo, se você quis ser um grande babaca em rede nacional vc conseguiu. #encontro #saimachista"
1,"Pfvr que amanheça um dia chuvoso, amém!"
1,Ana Maria lançando tendência #MaisVocê
1,- #altashoras  MELHOR programa dá vida
1,180$ pra gastar em 1 hora kjkkkk
-1,Estou até agora perplexa q saiu o meu favorito... coloquem o Vitor de volta e tira a Miriam PF produção #MasterChefBR
1,Mano eu #amo esse #Twitter haha! Olha a rapidez disso de quebrar c as escrotianices dos escrotianos desse Brasil 😂 #Encontro #caradoencontro
1,Bebel tentando se dar bem em cima das quentinhas de dona Nenê! Que feio isso! #AGrandeFamília #VídeoShowAoVivo
-1,"#MaisVoce posso afirmar que essa é uma tendência que não combina comigo, prefiro muito mais o básico."
-1,O Douglas fala igual aquele meme do Tiranofauro
0,"#VideoShowAoVivo talvez teremos uma nova integrante, a ex bbb Mayara Motti #BBB17 @Mayaramottiofic"
1,Ontem o #MasterChefBR  foi muito dahora com os lutadores.
1,Vanessa da Mata ❤️ #AltasHoras
-1,"#Encontro por isso que eu preferia a TV globinho no lugar dessa porcaria, só dá oportunidade pra imbecil bostejar."
1,Há alguns meses tentei me inscrever numa capelania prisional. O #ConversaComBial de hoje com o @drauziovarella só aumentou minha vontade.
-1,"O pior é a ""quase namorada"" por ela ser mulher, querer se relacionar com um cara desse! #Encontro"
1,Esse Léo Regis é um gato.Senhoooooooooor multiplicaaaa hahahahahah #VideoShowAoVivo
1,Temos que aprender a dar risadas das picuinhas e irritabilidade. Que maravilhoso!! 👏🏻👏🏻 #ConversaComBial
1,"#thenoite @DaniloGentili massa o filme o roubo da taça. Não derreteram ela, menos mal ."
-1,E ainda não tô acreditando que o DIVO @MChefDouglas saiu do  #MasterChefBR 😭😭😭
0,sigam me os bons @IsabelaGarnes #VerãoComDetremuraSDV #MafiaSDV #SDV?L=2307 #CryingInTheClubMusicVideo #MaisVoce #estudioi 2307
1,#ConversacomBial Mais um belo programa!
1,Charlie maravilhoso Hunnam no #thenoite 
1,#MasterChefBR vamo lá time vermelho sou mais vocês
1,Eu amo o Arnaldo Antunes. Essa voz 😍 #encontro
1,"''Pra todas mamães do Brasil,e pra minha mamãe que ta la no céu.''😭❤"
1,"Cena que eu não imagina assistir: mr catra cantando ""Ciúme"" com o ultraje @roxmo #TheNoite"
0,Após #TheNoite as principais notícias do Brasil e do mundo com @KarynBravo no #SBTNotícias. Não percam! #RT?!
0,O @DaniloGentili não gosta de falar sobre cu hahaha #TheNoite
-1,"@MChefVitorB, sei q vc sabe, mas ñ custa lembrar: vc só tem mais um polegar!!! PelamordeDeus!!! Sem fortes emoções hj. 😅 #MasterChefBR"
1,#Encontro amo o seu programa
1,Rindo muito kkk #VideoShowAoVivo
-1,como rodrigo santoro se acha #conversacombial
-1,Duvido que essa garota estuda #Encontro
1,@marixareal maravilhosa 
-1,É muito vergonhoso ver que os participantes não conhecem quase nada da culinária do Norte! 
1,"Que berrooooooo* JÁ QUE É PRA TOMBAR, TOMBEI! saindo com classe Doug #MasterChefBR"
-1,"O programa tem sua pior temporada, com plateia desanimada com QUALQUER ARTISTA, perguntas idiotas e quadros chatos #AltasHoras"
1,Só eu que tô shippando o chef convidado Com Douglas? Scr
-1,Olha o vacilo: tinha cupuaçu in natura e ninguém fez uma geléia. #MasterChefBr
1,Chorei com a Nayane rs #MasterChefBR
1,Que bela historia de lutar e fazer acontecer #Encontro
1,Muito lindo o filho dele socorro #AltasHoras
1,#ConversaComBial como admiro a forma de pensar desse cara! #SemMais
-1,Não tem porra nenhuma pra comer aqui em casa hoje vai ser ROOTS assistir #MasterChefBR
-1,Passar uma tesoura nesse cabelo do Santoro #ConversaComBial
1,✨ EU QUERO É SABER DO VITOR ✨ #MasterChefBR
1,Amo o Vitor B. #odeioamirian #MasterChefBR
1,"Você que só critica Augusto Cury, o que vc fez ou tem feito pela saúde mental e emocional do país e do mundo? #ConversaComBial #AugustoCury"
-1,Miram com suas lágrimas de crocodilo.#MasterChefBR
1,mais um ep que eu tenho q ressaltar que fabrizio é um gatinho 😏 #MasterChefBr
1,Aquele momento que você fica quase 24 horas sem entrar no Twitter para não saber quem saiu do #MasterchefBR
1,🦄 gosto do pijamão da Ana #MaisVoce
1,Já tô pronta pro #MasterChefBR
-1,Ela não superou o não da Taís Araújo kkk #MaisVoce
1,"A Taís Araújo é uma diva, divando nessa manhã de segunda👏👏👏😍"
1,ANA LIDIA EU TE AMOOOOO #EDeCasa
1,#AltasHoras Vai Começar Amoooo
1,Eu tô sorrindo muito da Maiara e da Maraisa no #ConversaComBial 😂😂😂
-1,@julianoceni1 O meu chegou amigo mas não tinha dinheiro pra passagem kkkkk #DomingoLegal
0,@enig_mah @_renatoassis Só digo isso: agora quero repescagem para ontem!!! #MasterChefBR
-1,Pega pega é o nome da nova novela das 7? A criatividade manda lembranças #MaisVoce
